i,tau,E
3905,inf,2.75292
3906,inf,2.7532
3907,inf,2.75335
3908,inf,2.75377
3909,inf,2.75519
3910,inf,2.75522
3911,inf,2.7555
3912,inf,2.75579
3913,inf,2.75608
3914,inf,2.75638
3915,inf,2.75677
3916,inf,2.75684
3917,inf,2.75764
3918,inf,2.75802
3919,inf,2.75821
3920,inf,2.75872
3921,inf,2.75932
3922,inf,2.75953
3923,inf,2.75968
3924,inf,2.75971
3925,inf,2.76024
3926,inf,2.76054
3927,inf,2.76077
3928,inf,2.76106
3929,inf,2.7615
3930,inf,2.76189
3931,inf,2.76231
3932,inf,2.76255
3933,inf,2.76262
3934,inf,2.76272
3935,inf,2.76274
3936,inf,2.76321
3937,inf,2.76335
3938,inf,2.76343
3939,inf,2.76375
3940,inf,2.76388
3941,inf,2.76399
3942,inf,2.76401
3943,inf,2.76413
3944,inf,2.76415
3945,inf,2.76427
3946,inf,2.7645
3947,inf,2.76497
3948,inf,2.76516
3949,inf,2.76525
3950,inf,2.76601
3951,inf,2.76674
3952,inf,2.76677
3953,inf,2.76704
3954,inf,2.76709
3955,inf,2.76735
3956,inf,2.76765
3957,inf,2.76808
3958,inf,2.76813
3959,inf,2.76875
3960,inf,2.76888
3961,inf,2.76891
3962,inf,2.76909
3963,inf,2.76947
3964,inf,2.76948
3965,inf,2.76956
3966,inf,2.76968
3967,inf,2.76981
3968,inf,2.76994
3969,inf,2.77051
3970,inf,2.77062
3971,inf,2.77122
3972,inf,2.77156
3973,inf,2.77178
3974,inf,2.77219
3975,inf,2.77228
3976,inf,2.77244
3977,inf,2.77248
3978,inf,2.77257
3979,inf,2.77258
3980,inf,2.77278
3981,inf,2.77284
3982,inf,2.77339
3983,inf,2.77412
3984,inf,2.77463
3985,inf,2.77475
3986,inf,2.77492
3987,inf,2.77513
3988,inf,2.77571
3989,inf,2.776
3990,inf,2.77625
3991,inf,2.77633
3992,inf,2.77638
3993,inf,2.77655
3994,inf,2.77659
3995,inf,2.77663
3996,inf,2.77667
3997,inf,2.77687
3998,inf,2.77715
3999,inf,2.77721
4000,inf,2.77766
4001,inf,2.77831
4002,inf,2.77861
4003,inf,2.77862
4004,inf,2.77888
4005,inf,2.77898
4006,inf,2.78002
4007,inf,2.78017
4008,inf,2.78021
4009,inf,2.78024
4010,inf,2.78042
4011,inf,2.78131
4012,inf,2.78218
4013,inf,2.78248
4014,inf,2.78269
4015,inf,2.78337
4016,inf,2.78401
4017,inf,2.78406
4018,inf,2.78425
4019,inf,2.78425
4020,inf,2.7846
4021,inf,2.78467
4022,inf,2.78512
4023,inf,2.78554
4024,inf,2.78637
4025,inf,2.78638
4026,inf,2.7865
4027,inf,2.78662
4028,inf,2.78662
4029,inf,2.78668
4030,inf,2.78724
4031,inf,2.78729
4032,inf,2.78771
4033,inf,2.78775
4034,inf,2.78791
4035,inf,2.78819
4036,inf,2.78828
4037,inf,2.78867
4038,inf,2.78877
4039,inf,2.78907
4040,inf,2.78907
4041,inf,2.78939
4042,inf,2.78972
4043,inf,2.78987
4044,inf,2.79007
4045,inf,2.79039
4046,inf,2.79073
4047,inf,2.79087
4048,inf,2.79147
4049,inf,2.79155
4050,inf,2.79176
4051,inf,2.79241
4052,inf,2.79249
4053,inf,2.79268
4054,inf,2.79281
4055,inf,2.79323
4056,inf,2.79352
4057,inf,2.79374
4058,inf,2.79418
4059,inf,2.79422
4060,inf,2.79443
4061,inf,2.79444
4062,inf,2.79466
4063,inf,2.79473
4064,inf,2.79487
4065,inf,2.7953
4066,inf,2.79542
4067,inf,2.79573
4068,inf,2.79602
4069,inf,2.79622
4070,inf,2.79631
4071,inf,2.79655
4072,inf,2.79677
4073,inf,2.79682
4074,inf,2.79728
4075,inf,2.79806
4076,inf,2.79816
4077,inf,2.79839
4078,inf,2.79913
4079,inf,2.79975
4080,inf,2.79976
4081,inf,2.79992
4082,inf,2.80019
4083,inf,2.8004
4084,inf,2.80058
4085,inf,2.80088
4086,inf,2.80112
4087,inf,2.80149
4088,inf,2.80165
4089,inf,2.80243
4090,inf,2.80289
4091,inf,2.80356
4092,inf,2.80374
4093,inf,2.80382
4094,inf,2.8039
4095,inf,2.80399
4096,inf,2.80465
4097,inf,2.80468
4098,inf,2.80475
4099,inf,2.80493
4100,inf,2.80505
4101,inf,2.80508
4102,inf,2.80575
4103,inf,2.80578
4104,inf,2.80629
4105,inf,2.80633
4106,inf,2.80651
4107,inf,2.80672
4108,inf,2.80676
4109,inf,2.80698
4110,inf,2.80796
4111,inf,2.8081
4112,inf,2.80815
4113,inf,2.80819
4114,inf,2.80822
4115,inf,2.80823
4116,inf,2.80827
4117,inf,2.80843
4118,inf,2.80864
4119,inf,2.8089
4120,inf,2.80892
4121,inf,2.80982
4122,inf,2.80987
4123,inf,2.81007
4124,inf,2.81013
4125,inf,2.81031
4126,inf,2.8106
4127,inf,2.81072
4128,inf,2.81086
4129,inf,2.81112
4130,inf,2.81156
4131,inf,2.81177
4132,inf,2.81194
4133,inf,2.8122
4134,inf,2.81235
4135,inf,2.81244
4136,inf,2.81276
4137,inf,2.81334
4138,inf,2.8134
4139,inf,2.81344
4140,inf,2.81353
4141,inf,2.81398
4142,inf,2.81401
4143,inf,2.81426
4144,inf,2.8145
4145,inf,2.81469
4146,inf,2.81493
4147,inf,2.81507
4148,inf,2.81518
4149,inf,2.81518
4150,inf,2.81601
4151,inf,2.81642
4152,inf,2.81647
4153,inf,2.81677
4154,inf,2.81707
4155,inf,2.8173
4156,inf,2.81733
4157,inf,2.81735
4158,inf,2.81784
4159,inf,2.81799
4160,inf,2.8181
4161,inf,2.81817
4162,inf,2.81865
4163,inf,2.81868
4164,inf,2.81881
4165,inf,2.81916
4166,inf,2.81937
4167,inf,2.81968
4168,inf,2.81974
4169,inf,2.82046
4170,inf,2.82065
4171,inf,2.82082
4172,inf,2.821
4173,inf,2.82139
4174,inf,2.82173
4175,inf,2.82183
4176,inf,2.82197
4177,inf,2.82241
4178,inf,2.82344
4179,inf,2.82349
4180,inf,2.82358
4181,inf,2.82405
4182,inf,2.82406
4183,inf,2.8248
4184,inf,2.82508
4185,inf,2.82517
4186,inf,2.82542
4187,inf,2.82589
4188,inf,2.82594
4189,inf,2.82609
4190,inf,2.82613
4191,inf,2.82641
4192,inf,2.82651
4193,inf,2.82657
4194,inf,2.8266
4195,inf,2.82663
4196,inf,2.82678
4197,inf,2.82681
4198,inf,2.82681
4199,inf,2.82708
4200,inf,2.82737
4201,inf,2.82807
4202,inf,2.82819
4203,inf,2.82835
4204,inf,2.82886
4205,inf,2.82903
4206,inf,2.82929
4207,inf,2.82964
4208,inf,2.82982
4209,inf,2.82986
4210,inf,2.82989
4211,inf,2.83003
4212,inf,2.8302
4213,inf,2.83026
4214,inf,2.83044
4215,inf,2.83059
4216,inf,2.83081
4217,inf,2.83111
4218,inf,2.83152
4219,inf,2.83184
4220,inf,2.83207
4221,inf,2.83219
4222,inf,2.8322
4223,inf,2.83326
4224,inf,2.83354
4225,inf,2.834
4226,inf,2.83437
4227,inf,2.83465
4228,inf,2.83471
4229,inf,2.83507
4230,inf,2.83517
4231,inf,2.8353
4232,inf,2.83555
4233,inf,2.83559
4234,inf,2.8358
4235,inf,2.83592
4236,inf,2.83601
4237,inf,2.83602
4238,inf,2.83636
4239,inf,2.83656
4240,inf,2.83769
4241,inf,2.83812
4242,inf,2.8383
4243,inf,2.83964
4244,inf,2.83966
4245,inf,2.83968
4246,inf,2.83992
4247,inf,2.84016
4248,inf,2.8403
4249,inf,2.84048
4250,inf,2.84057
4251,inf,2.84062
4252,inf,2.84083
4253,inf,2.84162
4254,inf,2.84165
4255,inf,2.84172
4256,inf,2.84208
4257,inf,2.84222
4258,inf,2.84223
4259,inf,2.84244
4260,inf,2.84276
4261,inf,2.84313
4262,inf,2.84329
4263,inf,2.84349
4264,inf,2.84358
4265,inf,2.84364
4266,inf,2.84367
4267,inf,2.84374
4268,inf,2.84408
4269,inf,2.84435
4270,inf,2.84474
4271,inf,2.84502
4272,inf,2.84538
4273,inf,2.84602
4274,inf,2.84608
4275,inf,2.84612
4276,inf,2.84619
4277,inf,2.84718
4278,inf,2.8473
4279,inf,2.84736
4280,inf,2.8475
4281,inf,2.84753
4282,inf,2.84874
4283,inf,2.84877
4284,inf,2.84877
4285,inf,2.84886
4286,inf,2.8489
4287,inf,2.84988
4288,inf,2.85009
4289,inf,2.8502
4290,inf,2.85048
4291,inf,2.85053
4292,inf,2.85095
4293,inf,2.85245
4294,inf,2.85266
4295,inf,2.853
4296,inf,2.85313
4297,inf,2.85379
4298,inf,2.85386
4299,inf,2.85522
4300,inf,2.85528
4301,inf,2.8557
4302,inf,2.85574
4303,inf,2.85586
4304,inf,2.85593
4305,inf,2.85607
4306,inf,2.85627
4307,inf,2.85638
4308,inf,2.85644
4309,inf,2.85651
4310,inf,2.8569
4311,inf,2.85695
4312,inf,2.8572
4313,inf,2.85741
4314,inf,2.85764
4315,inf,2.85768
4316,inf,2.85769
4317,inf,2.85784
4318,inf,2.85809
4319,inf,2.85817
4320,inf,2.85824
4321,inf,2.85824
4322,inf,2.85832
4323,inf,2.85854
4324,inf,2.85921
4325,inf,2.85932
4326,inf,2.85961
4327,inf,2.85985
4328,inf,2.85993
4329,inf,2.86022
4330,inf,2.86048
4331,inf,2.86067
4332,inf,2.86089
4333,inf,2.86097
4334,inf,2.86109
4335,inf,2.86137
4336,inf,2.8621
4337,inf,2.8622
4338,inf,2.86235
4339,inf,2.86243
4340,inf,2.8625
4341,inf,2.86337
4342,inf,2.86381
4343,inf,2.86387
4344,inf,2.86396
4345,inf,2.86406
4346,inf,2.86434
4347,inf,2.86441
4348,inf,2.86463
4349,inf,2.86488
4350,inf,2.86525
4351,inf,2.86559
4352,inf,2.86567
4353,inf,2.8657
4354,inf,2.8657
4355,inf,2.86595
4356,inf,2.86603
4357,inf,2.86604
4358,inf,2.86636
4359,inf,2.8664
4360,inf,2.86642
4361,inf,2.86677
4362,inf,2.86689
4363,inf,2.86696
4364,inf,2.86701
4365,inf,2.86703
4366,inf,2.86707
4367,inf,2.86716
4368,inf,2.86724
4369,inf,2.86768
4370,inf,2.86777
4371,inf,2.86782
4372,inf,2.86806
4373,inf,2.86811
4374,inf,2.86813
4375,inf,2.86894
4376,inf,2.86897
4377,inf,2.86911
4378,inf,2.86935
4379,inf,2.86976
4380,inf,2.86983
4381,inf,2.86986
4382,inf,2.87003
4383,inf,2.87017
4384,inf,2.87056
4385,inf,2.87067
4386,inf,2.871
4387,inf,2.87129
4388,inf,2.87129
4389,inf,2.87164
4390,inf,2.87232
4391,inf,2.87265
4392,inf,2.87272
4393,inf,2.87336
4394,inf,2.87345
4395,inf,2.87364
4396,inf,2.87382
4397,inf,2.87426
4398,inf,2.87475
4399,inf,2.87479
4400,inf,2.87549
4401,inf,2.87555
4402,inf,2.87571
4403,inf,2.87587
4404,inf,2.87603
4405,inf,2.87648
4406,inf,2.87689
4407,inf,2.87696
4408,inf,2.8774
4409,inf,2.87774
4410,inf,2.87777
4411,inf,2.87816
4412,inf,2.87833
4413,inf,2.87837
4414,inf,2.87854
4415,inf,2.87859
4416,inf,2.8788
4417,inf,2.87885
4418,inf,2.87936
4419,inf,2.87937
4420,inf,2.87959
4421,inf,2.87989
4422,inf,2.87997
4423,inf,2.88001
4424,inf,2.88013
4425,inf,2.88077
4426,inf,2.88108
4427,inf,2.88122
4428,inf,2.88133
4429,inf,2.88153
4430,inf,2.88157
4431,inf,2.88185
4432,inf,2.88205
4433,inf,2.88265
4434,inf,2.88306
4435,inf,2.88308
4436,inf,2.88328
4437,inf,2.88349
4438,inf,2.88357
4439,inf,2.88462
4440,inf,2.88467
4441,inf,2.88486
4442,inf,2.88494
4443,inf,2.8851
4444,inf,2.88536
4445,inf,2.88561
4446,inf,2.88597
4447,inf,2.88646
4448,inf,2.88646
4449,inf,2.88687
4450,inf,2.88698
4451,inf,2.88699
4452,inf,2.88719
4453,inf,2.88723
4454,inf,2.88728
4455,inf,2.88755
4456,inf,2.88758
4457,inf,2.88805
4458,inf,2.88817
4459,inf,2.88823
4460,inf,2.88866
4461,inf,2.88885
4462,inf,2.889
4463,inf,2.88908
4464,inf,2.88912
4465,inf,2.88976
4466,inf,2.89012
4467,inf,2.89045
4468,inf,2.89076
4469,inf,2.89085
4470,inf,2.8909
4471,inf,2.89112
4472,inf,2.89119
4473,inf,2.8914
4474,inf,2.89164
4475,inf,2.8921
4476,inf,2.89233
4477,inf,2.89248
4478,inf,2.89256
4479,inf,2.89279
4480,inf,2.89312
4481,inf,2.89318
4482,inf,2.89364
4483,inf,2.89366
4484,inf,2.89375
4485,inf,2.89376
4486,inf,2.89382
4487,inf,2.89431
4488,inf,2.89442
4489,inf,2.89454
4490,inf,2.89457
4491,inf,2.89482
4492,inf,2.89493
4493,inf,2.89508
4494,inf,2.89545
4495,inf,2.89581
4496,inf,2.89603
4497,inf,2.89613
4498,inf,2.89624
4499,inf,2.89643
4500,inf,2.89645
4501,inf,2.89646
4502,inf,2.89664
4503,inf,2.89667
4504,inf,2.89673
4505,inf,2.89689
4506,inf,2.89703
4507,inf,2.89712
4508,inf,2.89729
4509,inf,2.89735
4510,inf,2.89784
4511,inf,2.89785
4512,inf,2.89799
4513,inf,2.89905
4514,inf,2.89923
4515,inf,2.89962
4516,inf,2.90001
4517,inf,2.90037
4518,inf,2.90042
4519,inf,2.90112
4520,inf,2.90145
4521,inf,2.90149
4522,inf,2.90182
4523,inf,2.90182
4524,inf,2.90197
4525,inf,2.90208
4526,inf,2.90248
4527,inf,2.90259
4528,inf,2.90266
4529,inf,2.90267
4530,inf,2.90308
4531,inf,2.90318
4532,inf,2.90352
4533,inf,2.90419
4534,inf,2.90451
4535,inf,2.90466
4536,inf,2.90491
4537,inf,2.9051
4538,inf,2.90528
4539,inf,2.90529
4540,inf,2.9053
4541,inf,2.90632
4542,inf,2.90645
4543,inf,2.90673
4544,inf,2.90679
4545,inf,2.90685
4546,inf,2.90725
4547,inf,2.90737
4548,inf,2.90765
4549,inf,2.9078
4550,inf,2.90801
4551,inf,2.90803
4552,inf,2.90836
4553,inf,2.90857
4554,inf,2.90879
4555,inf,2.90883
4556,inf,2.90897
4557,inf,2.90901
4558,inf,2.90902
4559,inf,2.9094
4560,inf,2.90971
4561,inf,2.90983
4562,inf,2.91016
4563,inf,2.91016
4564,inf,2.9105
4565,inf,2.91077
4566,inf,2.91092
4567,inf,2.91093
4568,inf,2.91176
4569,inf,2.9118
4570,inf,2.91213
4571,inf,2.91267
4572,inf,2.91299
4573,inf,2.91316
4574,inf,2.91323
4575,inf,2.91326
4576,inf,2.91363
4577,inf,2.91378
4578,inf,2.9138
4579,inf,2.91427
4580,inf,2.91439
4581,inf,2.91483
4582,inf,2.91602
4583,inf,2.91617
4584,inf,2.91658
4585,inf,2.91674
4586,inf,2.91716
4587,inf,2.91718
4588,inf,2.91721
4589,inf,2.91744
4590,inf,2.91746
4591,inf,2.91747
4592,inf,2.91756
4593,inf,2.91765
4594,inf,2.91781
4595,inf,2.91799
4596,inf,2.9182
4597,inf,2.91829
4598,inf,2.9184
4599,inf,2.91843
4600,inf,2.91848
4601,inf,2.91881
4602,inf,2.91885
4603,inf,2.91889
4604,inf,2.91921
4605,inf,2.91924
4606,inf,2.91931
4607,inf,2.91948
4608,inf,2.91953
4609,inf,2.91962
4610,inf,2.91988
4611,inf,2.91991
4612,inf,2.92019
4613,inf,2.92029
4614,inf,2.92035
4615,inf,2.92041
4616,inf,2.92049
4617,inf,2.92075
4618,inf,2.92079
4619,inf,2.92097
4620,inf,2.92103
4621,inf,2.92108
4622,inf,2.92152
4623,inf,2.92157
4624,inf,2.92169
4625,inf,2.92204
4626,inf,2.92211
4627,inf,2.92224
4628,inf,2.9226
4629,inf,2.92264
4630,inf,2.92283
4631,inf,2.92321
4632,inf,2.92333
4633,inf,2.92334
4634,inf,2.92355
4635,inf,2.92371
4636,inf,2.92373
4637,inf,2.9238
4638,inf,2.92403
4639,inf,2.92426
4640,inf,2.92439
4641,inf,2.92443
4642,inf,2.9248
4643,inf,2.92487
4644,inf,2.92505
4645,inf,2.92508
4646,inf,2.92576
4647,inf,2.92622
4648,inf,2.92638
4649,inf,2.92653
4650,inf,2.92694
4651,inf,2.92718
4652,inf,2.92726
4653,inf,2.92758
4654,inf,2.92767
4655,inf,2.92786
4656,inf,2.92793
4657,inf,2.92807
4658,inf,2.92819
4659,inf,2.92831
4660,inf,2.92844
4661,inf,2.92849
4662,inf,2.92863
4663,inf,2.92864
4664,inf,2.92885
4665,inf,2.92903
4666,inf,2.92926
4667,inf,2.92939
4668,inf,2.92963
4669,inf,2.92972
4670,inf,2.92973
4671,inf,2.9299
4672,inf,2.92991
4673,inf,2.93035
4674,inf,2.9305
4675,inf,2.93051
4676,inf,2.93069
4677,inf,2.93089
4678,inf,2.93102
4679,inf,2.93128
4680,inf,2.9314
4681,inf,2.93191
4682,inf,2.932
4683,inf,2.93214
4684,inf,2.93225
4685,inf,2.93228
4686,inf,2.93233
4687,inf,2.93261
4688,inf,2.93302
4689,inf,2.93313
4690,inf,2.93323
4691,inf,2.93331
4692,inf,2.93383
4693,inf,2.9339
4694,inf,2.93395
4695,inf,2.93408
4696,inf,2.93411
4697,inf,2.93414
4698,inf,2.93439
4699,inf,2.93441
4700,inf,2.93478
4701,inf,2.93522
4702,inf,2.9357
4703,inf,2.93609
4704,inf,2.93611
4705,inf,2.93638
4706,inf,2.93681
4707,inf,2.93711
4708,inf,2.93728
4709,inf,2.93837
4710,inf,2.93859
4711,inf,2.93866
4712,inf,2.93949
4713,inf,2.93963
4714,inf,2.93965
4715,inf,2.93973
4716,inf,2.93991
4717,inf,2.94007
4718,inf,2.94033
4719,inf,2.94058
4720,inf,2.94072
4721,inf,2.9408
4722,inf,2.94131
4723,inf,2.94143
4724,inf,2.94158
4725,inf,2.94166
4726,inf,2.94183
4727,inf,2.9424
4728,inf,2.94248
4729,inf,2.94266
4730,inf,2.9428
4731,inf,2.94345
4732,inf,2.94414
4733,inf,2.9443
4734,inf,2.94487
4735,inf,2.94498
4736,inf,2.94509
4737,inf,2.94513
4738,inf,2.9452
4739,inf,2.94532
4740,inf,2.94533
4741,inf,2.9454
4742,inf,2.94554
4743,inf,2.9456
4744,inf,2.94578
4745,inf,2.94579
4746,inf,2.94584
4747,inf,2.94597
4748,inf,2.94612
4749,inf,2.9464
4750,inf,2.94643
4751,inf,2.94659
4752,inf,2.94678
4753,inf,2.94686
4754,inf,2.94716
4755,inf,2.94718
4756,inf,2.94741
4757,inf,2.94759
4758,inf,2.9481
4759,inf,2.94824
4760,inf,2.94824
4761,inf,2.94869
4762,inf,2.94905
4763,inf,2.9492
4764,inf,2.94933
4765,inf,2.94976
4766,inf,2.95003
4767,inf,2.9507
4768,inf,2.95071
4769,inf,2.95099
4770,inf,2.951
4771,inf,2.9514
4772,inf,2.95151
4773,inf,2.95189
4774,inf,2.95218
4775,inf,2.95224
4776,inf,2.95264
4777,inf,2.9527
4778,inf,2.95307
4779,inf,2.95314
4780,inf,2.95338
4781,inf,2.95378
4782,inf,2.95398
4783,inf,2.954
4784,inf,2.95417
4785,inf,2.95426
4786,inf,2.95447
4787,inf,2.9545
4788,inf,2.95466
4789,inf,2.95471
4790,inf,2.95475
4791,inf,2.95481
4792,inf,2.95489
4793,inf,2.95526
4794,inf,2.95551
4795,inf,2.95618
4796,inf,2.95646
4797,inf,2.95733
4798,inf,2.95764
4799,inf,2.95771
4800,inf,2.9579
4801,inf,2.958
4802,inf,2.95802
4803,inf,2.95813
4804,inf,2.95829
4805,inf,2.9584
4806,inf,2.95843
4807,inf,2.9586
4808,inf,2.95864
4809,inf,2.95872
4810,inf,2.95882
4811,inf,2.95917
4812,inf,2.95968
4813,inf,2.95973
4814,inf,2.95974
4815,inf,2.95984
4816,inf,2.9607
4817,inf,2.96105
4818,inf,2.96113
4819,inf,2.96116
4820,inf,2.96161
4821,inf,2.96162
4822,inf,2.96205
4823,inf,2.9622
4824,inf,2.96269
4825,inf,2.96303
4826,inf,2.96305
4827,inf,2.96319
4828,inf,2.96338
4829,inf,2.96357
4830,inf,2.96357
4831,inf,2.96368
4832,inf,2.96376
4833,inf,2.96394
4834,inf,2.96405
4835,inf,2.96442
4836,inf,2.96444
4837,inf,2.96449
4838,inf,2.96471
4839,inf,2.96519
4840,inf,2.96525
4841,inf,2.96541
4842,inf,2.96557
4843,inf,2.96561
4844,inf,2.96579
4845,inf,2.96588
4846,inf,2.96598
4847,inf,2.96646
4848,inf,2.96672
4849,inf,2.96674
4850,inf,2.96723
4851,inf,2.96746
4852,inf,2.96747
4853,inf,2.96799
4854,inf,2.96853
4855,inf,2.96859
4856,inf,2.96876
4857,inf,2.96955
4858,inf,2.96998
4859,inf,2.97007
4860,inf,2.97035
4861,inf,2.9705
4862,inf,2.97053
4863,inf,2.97059
4864,inf,2.97082
4865,inf,2.97084
4866,inf,2.97089
4867,inf,2.97121
4868,inf,2.97127
4869,inf,2.97129
4870,inf,2.97142
4871,inf,2.97147
4872,inf,2.97148
4873,inf,2.97154
4874,inf,2.97161
4875,inf,2.97166
4876,inf,2.97174
4877,inf,2.97188
4878,inf,2.97212
4879,inf,2.97238
4880,inf,2.97261
4881,inf,2.97306
4882,inf,2.97318
4883,inf,2.97321
4884,inf,2.97342
4885,inf,2.9735
4886,inf,2.97364
4887,inf,2.97377
4888,inf,2.97381
4889,inf,2.97393
4890,inf,2.97403
4891,inf,2.97405
4892,inf,2.97429
4893,inf,2.97461
4894,inf,2.97474
4895,inf,2.97482
4896,inf,2.97482
4897,inf,2.97487
4898,inf,2.9755
4899,inf,2.9756
4900,inf,2.9761
4901,inf,2.9765
4902,inf,2.9765
4903,inf,2.97663
4904,inf,2.97666
4905,inf,2.97668
4906,inf,2.97683
4907,inf,2.97714
4908,inf,2.97747
4909,inf,2.97771
4910,inf,2.97799
4911,inf,2.97817
4912,inf,2.97829
4913,inf,2.9786
4914,inf,2.97869
4915,inf,2.97882
4916,inf,2.97939
4917,inf,2.97958
4918,inf,2.97966
4919,inf,2.97974
4920,inf,2.97983
4921,inf,2.97997
4922,inf,2.98014
4923,inf,2.98017
4924,inf,2.98033
4925,inf,2.9804
4926,inf,2.98088
4927,inf,2.98112
4928,inf,2.98124
4929,inf,2.9814
4930,inf,2.98153
4931,inf,2.98173
4932,inf,2.98252
4933,inf,2.98253
4934,inf,2.98282
4935,inf,2.98287
4936,inf,2.98297
4937,inf,2.983
4938,inf,2.98323
4939,inf,2.98328
4940,inf,2.98332
4941,inf,2.98349
4942,inf,2.98355
4943,inf,2.98434
4944,inf,2.98435
4945,inf,2.98457
4946,inf,2.98468
4947,inf,2.98469
4948,inf,2.9848
4949,inf,2.98486
4950,inf,2.9849
4951,inf,2.98527
4952,inf,2.98533
4953,inf,2.98565
4954,inf,2.98575
4955,inf,2.98619
4956,inf,2.9863
4957,inf,2.98637
4958,inf,2.98677
4959,inf,2.98696
4960,inf,2.98702
4961,inf,2.98704
4962,inf,2.98734
4963,inf,2.98735
4964,inf,2.98756
4965,inf,2.98776
4966,inf,2.98817
4967,inf,2.98839
4968,inf,2.98867
4969,inf,2.98897
4970,inf,2.98909
4971,inf,2.98919
4972,inf,2.98935
4973,inf,2.98946
4974,inf,2.98999
4975,inf,2.99009
4976,inf,2.99014
4977,inf,2.99016
4978,inf,2.99034
4979,inf,2.99038
4980,inf,2.99038
4981,inf,2.99052
4982,inf,2.99099
4983,inf,2.99124
4984,inf,2.99135
4985,inf,2.99174
4986,inf,2.99207
4987,inf,2.99225
4988,inf,2.99231
4989,inf,2.9924
4990,inf,2.99255
4991,inf,2.99353
4992,inf,2.9936
4993,inf,2.99362
4994,inf,2.99375
4995,inf,2.99381
4996,inf,2.99415
4997,inf,2.99416
4998,inf,2.99423
4999,inf,2.99436
5000,inf,2.99455
5001,inf,2.99456
5002,inf,2.99459
5003,inf,2.99461
5004,inf,2.99481
5005,inf,2.9949
5006,inf,2.99503
5007,inf,2.99507
5008,inf,2.99514
5009,inf,2.99522
5010,inf,2.99535
5011,inf,2.99545
5012,inf,2.99584
5013,inf,2.99586
5014,inf,2.99587
5015,inf,2.9961
5016,inf,2.99632
5017,inf,2.99664
5018,inf,2.99761
5019,inf,2.99788
5020,inf,2.998
5021,inf,2.99828
5022,inf,2.99838
5023,inf,2.99882
5024,inf,2.99883
5025,inf,2.99889
5026,inf,2.99892
5027,inf,2.99914
5028,inf,2.99918
5029,inf,2.99924
5030,inf,2.9994
5031,inf,2.99948
5032,inf,2.99964
5033,inf,3.00011
5034,inf,3.00023
5035,inf,3.0003
5036,inf,3.00043
5037,inf,3.00051
5038,inf,3.00068
5039,inf,3.00071
5040,inf,3.00077
5041,inf,3.00089
5042,inf,3.00089
5043,inf,3.0011
5044,inf,3.00122
5045,inf,3.00132
5046,inf,3.00133
5047,inf,3.00135
5048,inf,3.00136
5049,inf,3.00144
5050,inf,3.0019
5051,inf,3.00217
5052,inf,3.00232
5053,inf,3.00241
5054,inf,3.00245
5055,inf,3.00248
5056,inf,3.0026
5057,inf,3.00266
5058,inf,3.00266
5059,inf,3.00276
5060,inf,3.003
5061,inf,3.00307
5062,inf,3.00316
5063,inf,3.00365
5064,inf,3.00393
5065,inf,3.00403
5066,inf,3.0041
5067,inf,3.00414
5068,inf,3.00438
5069,inf,3.00444
5070,inf,3.00459
5071,inf,3.00476
5072,inf,3.00478
5073,inf,3.00484
5074,inf,3.00487
5075,inf,3.00516
5076,inf,3.0052
5077,inf,3.00535
5078,inf,3.00545
5079,inf,3.00557
5080,inf,3.00567
5081,inf,3.00586
5082,inf,3.00599
5083,inf,3.00607
5084,inf,3.00617
5085,inf,3.00643
5086,inf,3.00651
5087,inf,3.00661
5088,inf,3.00664
5089,inf,3.00678
5090,inf,3.00699
5091,inf,3.00726
5092,inf,3.0073
5093,inf,3.00767
5094,inf,3.00768
5095,inf,3.008
5096,inf,3.00808
5097,inf,3.0081
5098,inf,3.00829
5099,inf,3.00835
5100,inf,3.00846
5101,inf,3.009
5102,inf,3.00901
5103,inf,3.00933
5104,inf,3.00939
5105,inf,3.00967
5106,inf,3.00967
5107,inf,3.00992
5108,inf,3.01015
5109,inf,3.01016
5110,inf,3.01061
5111,inf,3.01067
5112,inf,3.01077
5113,inf,3.01081
5114,inf,3.01088
5115,inf,3.01104
5116,inf,3.01106
5117,inf,3.01149
5118,inf,3.0117
5119,inf,3.01218
5120,inf,3.01224
5121,inf,3.01245
5122,inf,3.01251
5123,inf,3.01275
5124,inf,3.01352
5125,inf,3.01354
5126,inf,3.01356
5127,inf,3.01358
5128,inf,3.01369
5129,inf,3.01372
5130,inf,3.01383
5131,inf,3.01385
5132,inf,3.01389
5133,inf,3.01405
5134,inf,3.01418
5135,inf,3.01483
5136,inf,3.01485
5137,inf,3.01486
5138,inf,3.01543
5139,inf,3.01622
5140,inf,3.01632
5141,inf,3.01632
5142,inf,3.01661
5143,inf,3.01669
5144,inf,3.0171
5145,inf,3.01728
5146,inf,3.01745
5147,inf,3.01771
5148,inf,3.01778
5149,inf,3.01813
5150,inf,3.01828
5151,inf,3.01863
5152,inf,3.01877
5153,inf,3.0188
5154,inf,3.01881
5155,inf,3.01895
5156,inf,3.01918
5157,inf,3.01922
5158,inf,3.01938
5159,inf,3.0194
5160,inf,3.01951
5161,inf,3.01982
5162,inf,3.02006
5163,inf,3.0201
5164,inf,3.02011
5165,inf,3.02028
5166,inf,3.02041
5167,inf,3.02045
5168,inf,3.02047
5169,inf,3.02052
5170,inf,3.02052
5171,inf,3.02085
5172,inf,3.02112
5173,inf,3.02122
5174,inf,3.0213
5175,inf,3.02159
5176,inf,3.02163
5177,inf,3.02181
